E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_9.66keV,subshell_MT535_1.20keV,subshell_MT536_1.05keV,subshell_MT537_1.02keV,subshell_MT538_0.14keV,subshell_MT539_0.09keV,subshell_MT540_0.09keV,subshell_MT541_0.01keV,subshell_MT542_0.01keV,subshell_MT543_0.01keV
12.0,695.9053633232155,5.774437779367753,0.40857117130945875,0.0,0.0,0.0,689.7223523093423,604.111674286459,45.400245421699495,10.406844152768533,18.77716441997901,6.644069873936696,1.385142747954337,2.4917474218790643,0.04972601459621313,0.06978835865555022,0.385950815971033
13.0,563.6037691184885,5.432106743799981,0.4281338425005547,0.0,0.0,0.0,557.743526754943,489.5773055029257,37.192508374923044,7.925150900858943,14.24629110227163,5.439009482588562,1.0615726781218409,1.9012844654152277,0.03513528426526006,0.04914601818821984,0.31612446167382513
14.0,463.2668941369501,5.0608860379636935,0.44485483226738587,0.0,0.0,0.0,457.76115251796836,402.6201396769504,30.82646328788982,6.149746478695824,11.026946975535243,4.508553618857253,0.8271514711441449,1.4791793034986527,0.025414053870546245,0.03554643932023487,0.26201176553956695
15.0,385.8549100765164,4.700459978712934,0.46077994503601294,0.0,0.0,0.0,380.6936703054302,335.449832355898,25.855542501872243,4.850695626675706,8.667648419957,3.781581371247007,0.6557432523466037,1.1678906825777164,0.018785868769901543,0.02619331862960118,0.21975675306743048
16.0,324.36905035623863,4.374376456070532,0.47598986017733064,0.0,0.0,0.0,319.51868397248495,281.9193966152541,21.91050508022149,3.884307181378768,6.917104655361615,3.2046194914636437,0.5265718403738019,0.9361885989694059,0.01414831542031975,0.019704028814429092,0.18613828488557396
17.0,275.14702773016006,4.073514886609475,0.4878193658420426,0.0,0.0,0.0,270.5856933632224,239.0336306511497,18.71726115044556,3.1423166248304524,5.583000683034738,2.7382997090823222,0.42810743190275674,0.758089177675209,0.0108305219692038,0.015059746133046106,0.15909771448809648
18.0,235.774076907753,3.7924223226166642,0.4994800737855999,0.0,0.0,0.0,231.4821743205018,204.71802539780901,16.133839151380908,2.57523465823866,4.5634785494551515,2.360641777341783,0.3520855992653662,0.6215898152341046,0.008415393109394972,0.011671176317941744,0.13719279959850608
19.0,203.71944057782372,3.548740741221949,0.510531708692174,0.0,0.0,0.0,199.6601680972909,176.7790754512496,13.989133173023532,2.1321524154583305,3.7690236109983384,2.049254010734404,0.29207210584400783,0.5146712385956552,0.006624865988214773,0.00916720454513511,0.11899402804473179
20.0,176.9291297513564,3.319184283805158,0.5214509501917872,0.0,0.0,0.0,173.08849433358716,153.36482291475286,12.225417885358256,1.7801346435829422,3.1378178257470335,1.7894308604000897,0.24453412279441256,0.42980610482820875,0.005273695796441588,0.007294624335034976,0.10396183606302833
21.0,154.645308233498,3.111069548553832,0.5296857040991929,0.0,0.0,0.0,151.0045528808446,133.88898564896533,10.738789230172845,1.499499118359654,2.6336008597624003,1.5735489637071332,0.20656886528991145,0.36201444645603303,0.004241501767498828,0.005858752108626026,0.09144556423130286
22.0,136.10002933075228,2.9228850889044242,0.5379204580065986,0.0,0.0,0.0,132.63922375970242,117.6901192086805,9.484923213761975,1.272400714715068,2.2295049289791025,1.3901993821883882,0.17573392154110345,0.30742048779862385,0.0034481791454585285,0.004750680362796495,0.0807230492367151
23.0,120.45453202813576,2.7460765494639974,0.5457796771505316,0.0,0.0,0.0,117.16267562159757,104.03408951450689,8.414910732497992,1.086725342383664,1.9015048258607206,1.2343589678750153,0.15035422917283084,0.262345860365574,0.00282676402360601,0.003887321027467619,0.07167227179101382
24.0,107.07995975863926,2.5875894494893723,0.5534013297931509,0.0,0.0,0.0,103.93896861687381,92.33887910023611,7.5103477994345615,0.9342143608390318,1.6305541409768398,1.1004122339786349,0.12952895672205597,0.22552165276969427,0.002334940937139336,0.0032086326628957946,0.06396694199381824
25.0,95.53474599493077,2.43668549431346,0.5610229824357702,0.0,0.0,0.0,92.53703743334445,82.24676496278083,6.721177262392215,0.8074768295103749,1.4060933655226084,0.9864445534270432,0.11230804683478433,0.1948440884577334,0.001944539473242006,0.0026697223245970418,0.05731407668681657
26.0,85.63924281928354,2.29923597916391,0.5664263611818957,0.0,0.0,0.0,82.77358080551187,73.59919796916579,6.042807144809185,0.7023679351645838,1.2201021583685325,0.886554703086584,0.0977857041716832,0.16940645058399406,0.0016299271491171823,0.002232648631381567,0.05149601194242539
27.0,77.07662130347303,2.1711257286085304,0.5715301092881996,0.0,0.0,0.0,74.33396538751207,66.12377386766869,5.448718100370092,0.6137724127241876,1.0646315403426956,0.7998118491885484,0.08557950219610339,0.14793294529609766,0.0013761791509404036,0.0018808888020492417,0.04648816321339818
28.0,69.66616603866055,2.0512979137627725,0.5766338573945036,0.0,0.0,0.0,67.03823405728654,59.65784570930603,4.935208989330524,0.5389010197260837,0.9323915713795679,0.724081820998739,0.07522556156382862,0.12973684182451045,0.0011688844464058925,0.0015955588477709192,0.04207830819287421
29.0,63.194501564530675,1.944497053278443,0.5813880302652839,0.0,0.0,0.0,60.668616359122495,54.01244900019819,4.481594346753617,0.47501637003737973,0.8201311107125702,0.6580434895250437,0.06646778911552743,0.11431011991815557,0.0009979012590840234,0.0013596185509610762,0.03824671930072514
30.0,57.47000504097408,1.8376961927941133,0.5860633747226395,0.0,0.0,0.0,55.046245320119084,49.02481205894635,4.079609506234889,0.42056172288820465,0.7242821430162736,0.6000411738619815,0.05890428378026289,0.10116268651212143,0.0008560678191378676,0.0011650926426856245,0.034850608218715724
31.0,52.433175903195774,1.7491373750643624,0.5907387191799951,0.0,0.0,0.0,50.09329969804199,44.62606157166286,3.727291136036402,0.37364739094586136,0.6424172079764223,0.5479198859357682,0.052465092847328476,0.08993303053329668,0.0007384438059584692,0.001003997970395102,0.03182203065107179
32.0,47.93554348917166,1.661901657983316,0.5946506782684532,0.0,0.0,0.0,45.67899114594066,40.70347669497527,3.4107698927909613,0.3334572019263529,0.5721727553343599,0.5015670319553257,0.04682493476084953,0.08005854363607044,0.0006397184729643935,0.0008689271006157698,0.029155577478499933
33.0,43.96683528596879,1.579534247840505,0.5973011278480964,0.0,0.0,0.0,41.78999978965262,37.244783063224226,3.1333950801444996,0.298384261869395,0.5109982212878811,0.4608194441333081,0.04193095754074,0.07161482285214255,0.0005569897523342892,0.0007555890545124999,0.026761378575279715
34.0,40.43637936274088,1.5088738717556311,0.5999515774277396,0.0,0.0,0.0,38.3275539335908,34.165713212569834,2.8839876519178604,0.2681509143428109,0.4580964692155426,0.4239350632327581,0.037677068337883084,0.06420330297648236,0.0004868429772066184,0.0006590083338773582,0.02464438026868663
35.0,37.28935550885044,1.4382134956707573,0.6026020270073829,0.0,0.0,0.0,35.248539970014136,31.429969982462882,2.658568115327464,0.24137072640149354,0.41191487125197795,0.39123889815278334,0.03397640048070339,0.05776158941176691,0.0004271201086212366,0.0005776439419321285,0.022734634185071313
36.0,34.464056441636814,1.3732344470244855,0.6052524765870261,0.0,0.0,0.0,32.48556953405245,28.974714489774804,2.4554059484863973,0.21785138383548283,0.3711168178014325,0.3617544549127481,0.030709334374248932,0.05212723140700075,0.0003760876037855039,0.0005080119294482026,0.02100577119972892
37.0,31.94020735264676,1.3155865731666845,0.6079029261666694,0.0,0.0,0.0,30.01671783067345,26.779386341374792,2.2746130391136834,0.1972356614749781,0.33528139466844437,0.3349368812859227,0.027839792909779056,0.04719375909247428,0.00033230121139226146,0.0004482844384661699,0.01945038394306985
38.0,29.624532851123895,1.2579386993088835,0.6105533757463126,0.0,0.0,0.0,27.75604078441966,24.766706592967374,2.1088177594419935,0.17907766944896472,0.3039872803138971,0.31061991648712595,0.02530101149854197,0.042793193841287894,0.0002945642604277839,0.00039689410446301654,0.018045904329943973
