E_keV,mu_over_rho_cm2_per_g,MT502,MT504,MT515,MT516,MT517,photoelectric_total,subshell_MT534_25.52keV,subshell_MT535_3.81keV,subshell_MT536_3.53keV,subshell_MT537_3.36keV,subshell_MT538_0.72keV,subshell_MT539_0.61keV,subshell_MT540_0.58keV,subshell_MT541_0.38keV,subshell_MT542_0.37keV,subshell_MT543_0.10keV,subshell_MT544_0.07keV,subshell_MT545_0.06keV,subshell_MT546_0.01keV,subshell_MT547_0.01keV,subshell_MT550_0.01keV
61.0,29.127591647202152,1.2272979015167087,0.6249053961424365,0.0,0.0,0.0,27.27538835325641,23.581199491480056,2.147015992330259,0.3556911537155177,0.5140169448750023,0.3982010331563294,0.06781374058891088,0.09888537338558306,0.0024252960958439564,0.00303531668177728,0.07584715612288717,0.011549461539856002,0.0166249866101496,0.0002753882867802314,0.0003388819582159792,0.0024681270456229803
62.0,27.871591602831053,1.1942319719969365,0.6259228567077466,0.0,0.0,0.0,26.05143675525455,22.52887166099744,2.0542625476561933,0.3365672343267707,0.48551225610887094,0.38125302179679765,0.06421127646225046,0.09344859118397394,0.002263230465704741,0.0028286863348936523,0.07262890813665136,0.010938623548550222,0.015713972937426556,0.0002570580359582963,0.0003159906223588649,0.002363709180756585
63.0,26.69330556892884,1.1611660424771644,0.6269403172730567,0.0,0.0,0.0,24.905199233832036,21.544285010618353,1.9668984206483149,0.3187492651261856,0.4585762799930751,0.36512075310251146,0.06082075769914648,0.0883881233613642,0.002115133148972261,0.0026409762532456096,0.06955125861086207,0.010376856210502062,0.01487693417622606,0.0002402391804847263,0.00029497361902298795,0.0022642411937002435
64.0,25.567464042993567,1.128100112957392,0.6269468701330384,0.0,0.0,0.0,23.812417041325975,20.60253113016216,1.8847097533753798,0.30212995814354954,0.4340974918361205,0.3498521837702375,0.05772822623899677,0.08367372678471705,0.001978359681296099,0.0024672076569883226,0.06663416975472723,0.009849633479904807,0.014092939964953461,0.0002247696711012497,0.00027563463377644763,0.0021718638678080615
65.0,24.50042525289644,1.096487637133464,0.6268460699623657,0.0,0.0,0.0,22.77709155063937,19.708792403073808,1.8077519025444944,0.28661147521441077,0.4110751051715128,0.3354581071524512,0.0548129514521652,0.07927575690618843,0.001852658817159962,0.0023087863932725393,0.06388955718281583,0.009353413779690973,0.01335783966854013,0.00021063714866248855,0.00025779464047211723,0.0020831520975527693
66.0,23.515642201567736,1.0698764728381367,0.626745269791693,0.0,0.0,0.0,21.819020477838635,18.884276232368,1.7348025883597036,0.27210459814517707,0.3894521324876741,0.3219608275369451,0.05206828865903374,0.07516589451537727,0.0017366473242328344,0.0021606343715727667,0.061313966602195326,0.008883623502653818,0.012658059931905035,0.00019746048590813057,0.00024146361583315382,0.001998052320282572
67.0,22.57652568745667,1.0432653085428094,0.6266444696210203,0.0,0.0,0.0,20.906615913693436,18.09807480774147,1.6654286015761417,0.2585279525117831,0.36916326845431524,0.3092723123095778,0.04948660763766276,0.07133695744279078,0.0016291083360847254,0.0020247161357460075,0.05887063361676409,0.00844975397320874,0.012020796013299797,0.00018527341306399331,0.00022636302216883707,0.0019187571587637622
68.0,21.686776919104695,1.0166541442474823,0.6265436694503476,0.0,0.0,0.0,20.043579095023336,17.3539888608574,1.5996349930644762,0.24580729627280912,0.3505014177370992,0.29702854977382726,0.047104329096186656,0.06779042736613142,0.0015296110757658697,0.001899548879745365,0.05660301756454596,0.008043255826939663,0.01141852965898458,0.00017399097083331842,0.00021240464977256805,0.0018428712247601556
69.0,20.845792922947922,0.9900429799521551,0.6264428692796749,0.0,0.0,0.0,19.229307079779886,16.651449665591997,1.5379814259705553,0.23392102443487647,0.3329921267445406,0.28542992050968713,0.044863771497602296,0.06441688802108872,0.001438056384993389,0.0017839868818891702,0.05438733445485459,0.00765946957932215,0.010849411640309834,0.00016357996660436866,0.0001995146882996409,0.0017709066462584897
70.0,20.05424704315565,0.9634318156568279,0.6263420691090021,0.0,0.0,0.0,18.46447315687777,15.992772405811246,1.478826745645131,0.22278248337635365,0.3165102738415836,0.2745430018837071,0.042749811467491836,0.061293212998827055,0.0013536303837874608,0.0016766032089846137,0.052304808167635004,0.00729745052347844,0.01031823696756979,0.0001539771871829569,0.00018757791911108216,0.001702944687207311
